file,number,text,lrml,text_old,comments
lrml/NZ_NZBC-G13AS1#2.7.lrml,r3.2.1.0.1,"3.2.1 Under normal operating conditions, fixture traps shall retain a water seal depth of not less than 25 mm (see Figure 1).","if( and( expression( function( is), atom( relation( type), variable( trap)), data( fixture)), expression( function( is), atom( relation( operating condition), variable( trap)), data( normal)))), then( obligation( expression( function( greater than equal), atom( relation( water seal depth), variable( trap)), data( baseunit( kind( metre), prefix( milli)), value( 25.0)))))","3.2.1 Under normal operating conditions, fixture traps shall retain a water seal depth of not less than 25 mm (see Figure 1).",SplitableEntities
lrml/NZ_NZBC-G13AS1#2.7.lrml,r3.2.2.0.1,3.2.2 The diameter of the water trap shall be not less than that given in Table 2.,"if( expression( function( is), atom( variable( water trap)), data( true))), then( obligation( expression( function( as per), atom( relation( diameter), variable( water trap)), data( nzbc g13as1 t2))))",3.2.2 The diameter of the water trap shall be not less than that given in Table 2.,
lrml/NZ_NZBC-G13AS1#2.7.lrml,r3.4.1.0.1,3.4.1 Floor waste outlets shall have a removable grating that is flush with the floor.,"if( expression( function( is), atom( relation( type), variable( outlet)), data( floor waste))), then( and( obligation( expression( function( has), atom( variable( outlet)), data( removable grating))), obligation( expression( function( is), atom( relation( location), variable( removable grating)), data( flush withfloor)))))",3.4.1 Floor waste outlets shall have a removable grating that is flush with the floor.,SplitableEntities
lrml/NZ_NZBC-G13AS1#2.7.lrml,r3.4.2.0.1,3.4.2 The floor waste shall have a minimum diameter of 40 mm.,"if( expression( function( is), atom( variable( floor waste)), data( true))), then( obligation( expression( function( greater than equal), atom( relation( diameter), variable( floor waste)), data( baseunit( kind( metre), prefix( milli)), value( 40.0)))))",3.4.2 The floor waste shall have a minimum diameter of 40 mm.,
lrml/NZ_NZBC-G13AS1#2.7.lrml,r3.4.2.0.2,"3.4.2 The floor waste, and the water trap if used, shall have a minimum diameter of 40 mm.","if( or( expression( function( is), atom( variable( floor waste)), data( true)), expression( function( is), atom( variable( water trap)), data( true)))), then( and( obligation( expression( function( greater than equal), atom( relation( diameter), variable( floor waste)), data( baseunit( kind( metre), prefix( milli)), value( 40.0)))), expression( function( greater than equal), atom( relation( diameter), variable( water trap)), data( baseunit( prefix( milli), kind( metre)), value( 40.0)))))","3.4.2 The floor waste, and the water trap if used, shall have a minimum diameter of 40 mm.",
lrml/NZ_NZBC-G13AS1#2.7.lrml,r3.4.4.0.2,Individual floor waste pipes connected to a floor waste stack need not be vented (see Figure 3).,"if( and( expression( function( has), atom( variable( floor waste)), data( pipe)), expression( function( has), atom( variable( floor waste)), data( stack)), expression( function( connect), atom( variable( pipe)), data( stack)))), then( permission( not( expression( function( is), atom( variable( pipe)), data( vented)))))",3.4.4 Floor waste pipes may be combined to form a floor waste stack and shall have a diameter not less than that given in Table 3 (see Figure 3).,Detailed
lrml/NZ_NZBC-G13AS1#2.7.lrml,r3.4.6.0.3,All trap charging systems shall incorporate backflow prevention in accordance with G12/AS1.,"if( expression( function( is), atom( variable( trap charging system)), data( true))), then( and( obligation( expression( function( has), atom( variable( trap charging system)), data( backflow prevention))), obligation( expression( function( comply with), atom( variable( backflow prevention)), data( nzbc g12as1)))))",All trap charging systems shall incorporate backflow prevention in accordance with G12/AS1.,MediumData
lrml/NZ_NZBC-G13AS1#2.7.lrml,r4.2.1.0.1,4.2.1 Access points shall be provided in discharge pipes to allow the easy clearance of blockages.,"if( expression( function( is), atom( variable( discharge pipe)), data( true))), then( and( obligation( expression( function( has), atom( variable( discharge pipe)), data( access point))), obligation( expression( function( greater than equal), expression( function( count), atom( variable( access point))), data( 1)))))",4.2.1 Access points shall be provided in discharge pipes to allow the easy clearance of blockages.,"Tacit
Detailed
"
lrml/NZ_NZBC-G13AS1#2.7.lrml,r4.4.1.0.1,4.4.1 The gradient of discharge pipes shall be not less than that required in Table 4 for the relevant discharge unit loading.,"if( expression( function( is), atom( variable( discharge pipe)), data( true))), then( and( obligation( expression( function( greater than equal), atom( relation( gradient), variable( discharge pipe)), data( value))), obligation( expression( function( as per), atom( variable( value)), data( nzbc g13as1 t4)))))",4.4.1 The gradient of discharge pipes shall be not less than that required in Table 4 for the relevant discharge unit loading.,"NotEncodedParts
"
lrml/NZ_NZBC-G13AS1#2.7.lrml,r4.5.1.0.1,"4.5.1 Waste water fixture discharge pipes shall discharge either to: a) A gully trap, in accordance with Figure 5 of G13/AS1 and Figure 3 of G13/AS2, or b) A discharge stack as in Paragraph 4.7 and Figures 7 and 8.","if( and( expression( function( is), atom( relation( type), variable( discharge pipe)), data( waste water)), expression( function( is), atom( relation( type), variable( discharge pipe)), data( fixture)))), then( or( and( obligation( expression( function( to), atom( relation( discharge), variable( discharge pipe)), data( gully trap))), obligation( expression( function( comply with), atom( relation( discharge), variable( discharge pipe)), data( nzbc g13as1 f5))), obligation( expression( function( comply with), atom( relation( discharge), variable( discharge pipe)), data( nzbc g13as2 f3)))), and( obligation( expression( function( to), atom( relation( discharge), variable( discharge pipe)), data( discharge stack))), obligation( expression( function( as per), atom( relation( discharge), variable( discharge pipe)), data( nzbc g13as1 4.7))), obligation( expression( function( as per), atom( relation( discharge), variable( discharge pipe)), data( nzbc g13as1 f7))), obligation( expression( function( as per), atom( relation( discharge), variable( discharge pipe)), data( nzbc g13as1 f8))))))","4.5.1 Waste water fixture discharge pipes shall discharge either to: a) A gully trap, in accordance with Figure 5 of G13/AS1 and Figure 3 of G13/AS2, or b) A discharge stack as in Paragraph 4.7 and Figures 7 and 8.",MediumData
lrml/NZ_NZBC-G13AS1#2.7.lrml,r4.5.2.0.1,4.5.2 Water seal protection: Waste water fixture discharge pipes shall be vented to comply with Paragraph 5.0 and as required in Table 5.,"if( and( expression( function( is), atom( relation( type), variable( discharge pipe)), data( waste water)), expression( function( is), atom( relation( type), variable( waste water)), data( fixture)))), then( and( obligation( expression( function( has), atom( variable( discharge pipe)), data( vent))), obligation( expression( function( comply with), atom( relation( vent), variable( discharge pipe)), data( nzbc g13as1 5.0))), obligation( expression( function( as per), atom( relation( vent), variable( discharge pipe)), data( nzbc g13as1 t5)))))",4.5.2 Water seal protection: Waste water fixture discharge pipes shall be vented to comply with Paragraph 5.0 and as required in Table 5.,
lrml/NZ_NZBC-G13AS1#2.7.lrml,r4.6.1.0.1,"4.6.1 Fixture discharge pipes serving soil fixtures shall discharge either: a) Directly to the drain, as shown in Figure 6(1), or b) To a stack, as in Paragraph 4.7 and as shown in Figures 7 and 8.","if( expression( function( is), atom( relation( type), variable( discharge pipe)), data( soil fixture))), then( or( and( obligation( expression( function( to), atom( relation( discharge), variable( discharge pipe)), data( drain))), obligation( expression( function( as per), atom( relation( discharge), variable( discharge pipe)), data( nzbc g13as1 f6.1)))), and( obligation( expression( function( to), atom( relation( discharge), variable( discharge pipe)), data( stack))), obligation( expression( function( as per), atom( relation( discharge), variable( discharge pipe)), data( nzbc g13as1 4.7))), obligation( expression( function( as per), atom( relation( discharge), variable( discharge pipe)), data( nzbc g13as1 f7))), obligation( expression( function( as per), atom( relation( discharge), variable( discharge pipe)), data( nzbc g13as1 f8))))))","4.6.1 Fixture discharge pipes serving soil fixtures shall discharge either: a) Directly to the drain, as shown in Figure 6(1), or b) To a stack, as in Paragraph 4.7 and as shown in Figures 7 and 8.",MediumData
lrml/NZ_NZBC-G13AS1#2.7.lrml,r4.6.2.0.1,4.6.2 Water seal protection: Soil fixture discharge pipes shall be vented to comply with Paragraph 5.0 and as required in Table 5 (see Figure 6(2)).,"if( expression( function( is), atom( relation( type), variable( discharge pipe)), data( soil fixture))), then( and( obligation( expression( function( has), atom( variable( discharge pipe)), data( vent))), obligation( expression( function( comply with), atom( relation( vent), variable( discharge pipe)), data( nzbc g13as1 5.0))), obligation( expression( function( as per), atom( relation( vent), variable( discharge pipe)), data( nzbc g13as1 t5)))))",4.6.2 Water seal protection: Soil fixture discharge pipes shall be vented to comply with Paragraph 5.0 and as required in Table 5 (see Figure 6(2)).,MediumData
lrml/NZ_NZBC-G13AS1#2.7.lrml,r5.1.1.0.1,5.1.1 Discharge pipes shall be vented where required by Table 5.,"if( and( expression( function( is), atom( relation( requirement), variable( discharge pipe)), data( vent)), expression( function( as per), atom( relation( requirement), variable( discharge pipe)), data( nzbc g13as1 t5)))), then( obligation( expression( function( has), atom( variable( discharge pipe)), data( vent))))",5.1.1 Discharge pipes shall be vented where required by Table 5.,
lrml/NZ_NZBC-G13AS1#2.7.lrml,r5.3.1.0.1,"5.3.1 Fixture vent pipes, branch vent pipes, discharge stack vents and relief vents shall have a diameter of no less than that given in Table 6.","if( or( expression( function( is), atom( relation( type), variable( vent pipe)), data( fixture)), expression( function( is), atom( relation( type), variable( vent pipe)), data( branch)), or( expression( function( is), atom( relation( type), variable( vent)), data( discharge stack)), expression( function( is), atom( relation( type), variable( vent)), data( relief))))), then( or( obligation( expression( function( comply with), atom( relation( diameter), variable( vent pipe)), data( nzbc g13as1 t6))), obligation( expression( function( comply with), atom( relation( diameter), variable( vent)), data( nzbc g13as1 t6)))))","5.3.1 Fixture vent pipes, branch vent pipes, discharge stack vents and relief vents shall have a diameter of no less than that given in Table 6.",Abstract
lrml/NZ_NZBC-G13AS1#2.7.lrml,r5.6.1.0.1,"5.6.1 The discharge stack vent, if also acting as a drain vent pipe shall have a diameter of not less than 80 mm.","if( expression( function( include), atom( relation( purpose), variable( discharge stack vent)), data( drain vent pipe))), then( obligation( expression( function( greater than equal), atom( relation( diameter), variable( discharge stack vent)), data( baseunit( prefix( milli), kind( metre)), value( 80.0)))))","5.6.1 The discharge stack vent, if also acting as a drain vent pipe shall have a diameter of not less than 80 mm.",SplitableEntities
lrml/NZ_NZBC-G13AS1#2.7.lrml,r5.6.1.0.2,Where not acting as a drain vent the discharge stack vent pipe shall have a diameter of not less than that required in Table 6.,"if( not( expression( function( include), atom( relation( purpose), variable( discharge stack vent)), data( drain vent pipe)))), then( obligation( expression( function( comply with), atom( relation( diameter), variable( discharge stack vent)), data( nzbc g13as1 t6))))",Where not acting as a drain vent the discharge stack vent pipe shall have a diameter of not less than that required in Table 6.,"Abstract
SplitableEntities"
lrml/NZ_NZBC-G13AS1#2.7.lrml,r5.7.1.0.1,5.7.1 Open vent pipes shall terminate outside the building in accordance with Paragraphs 5.7.2 and 5.7.3 or 5.7.4.,"if( expression( function( is), atom( relation( type), variable( vent pipe)), data( open))), then( and( obligation( expression( function( comply with), atom( variable( vent pipe)), data( nzbc g13as1 5.7.2))), or( obligation( expression( function( comply with), atom( variable( vent pipe)), data( nzbc g13as1 5.7.3))), obligation( expression( function( comply with), atom( variable( vent pipe)), data( nzbc g13as1 5.7.4))))))",5.7.1 Open vent pipes shall terminate outside the building in accordance with Paragraphs 5.7.2 and 5.7.3 or 5.7.4.,"Abstract
DomainKnowledge"
lrml/NZ_NZBC-G13AS1#2.7.lrml,r5.8.1.0.1,5.8.1 General; Air admittance valves may be used as venting where specified in accordance with Table 5.,"if( expression( function( comply with), atom( variable( vent)), data( nzbc g13as1 t5))), then( and( permission( expression( function( has), atom( variable( vent)), data( air admittance valve))), obligation( expression( function( as per), atom( variable( air admittance valve)), data( nzbc g13as1 t5)))))",5.8.1 General Air admittance valves may be used as venting where specified in accordance with Table 5.,"ComplexWording
MediumData"
lrml/NZ_NZBC-G13AS1#2.7.lrml,r5.8.2.0.1,"5.8.2 Air admittance valves shall be manufactured to ASSE 1050, ASSE 1051, EN 12380 or AS/NZS 4936.","if( expression( function( is), atom( variable( air admittance valve)), data( true))), then( or( obligation( expression( function( comply with), atom( relation( manufacture), variable( air admittance valve)), data( asse 1050))), obligation( expression( function( comply with), atom( relation( manufacture), variable( air admittance valve)), data( asse 1051))), obligation( expression( function( comply with), atom( relation( manufacture), variable( air admittance valve)), data( en 12380))), obligation( expression( function( comply with), atom( relation( manufacture), variable( air admittance valve)), data( asnzs 4936)))))","5.8.2 Air admittance valves shall be manufactured to ASSE 1050, ASSE 1051, EN 12380 or AS/NZS 4936.",MediumData
lrml/NZ_NZBC-G13AS1#2.7.lrml,r5.8.3.0.2,Air admittance valves that form an integral part of a fixture trap shall only be used as a trap vent.,"if( and( expression( function( part of), atom( variable( air admittance valve)), data( fixture trap)), expression( function( is), atom( relation( importance), variable( air admittance valve)), data( integral)))), then( obligation( expression( function( is), atom( relation( purpose), variable( air admittance valve)), data( trap vent))))",Air admittance valves that form an integral part of a fixture trap shall only be used as a trap vent.,"Detailed
MediumData"
lrml/NZ_NZBC-G13AS1#2.7.lrml,r6.1.1.0.1,6.1.1 Jointing methods for PVC-U pipe shall comply with AS/NZS 2032.,"if( expression( function( is), atom( relation( material), variable( pipe)), data( pvc u))), then( obligation( expression( function( comply with), atom( relation( jointing method), variable( pipe)), data( asnzs 2032))))",6.1.1 Jointing methods for PVC-U pipe shall comply with AS/NZS 2032.,
lrml/NZ_NZBC-G13AS1#2.7.lrml,r6.2.1.0.1,6.2.1 Pipes shall be supported at centres not exceeding those in Table 7.,"if( expression( function( is), atom( variable( pipe)), data( true))), then( and( obligation( expression( function( has), atom( variable( pipe)), data( support))), expression( function( at), atom( relation( location), variable( support)), data( centre)), expression( function( comply with), atom( relation( span), variable( support)), data( nzbc g13as1 t7))))",6.2.1 Pipes shall be supported at centres not exceeding those in Table 7.,"DomainKnowledge
Abstract"
lrml/NZ_NZBC-G13AS1#2.7.lrml,r6.4.1.0.1,6.4.1 Fire stopping shall be fitted to pipes passing through fire separations in accordance with C/AS2 Paragraph 4.4.,"if( and( expression( function( has), atom( variable( pipe)), data( penetration)), expression( function( within), atom( variable( penetration)), data( fire separation)))), then( and( obligation( expression( function( has), atom( variable( penetration)), data( fire stop))), or( obligation( expression( function( comply with), atom( variable( fire stop)), data( nzbc cas2))), obligation( expression( function( comply with), atom( variable( fire stop)), data( nzbc cas3))), obligation( expression( function( comply with), atom( variable( fire stop)), data( nzbc cas4))), obligation( expression( function( comply with), atom( variable( fire stop)), data( nzbc cas5))), obligation( expression( function( comply with), atom( variable( fire stop)), data( nzbc cas6))))))",6.4.1 Fire stopping shall be fitted to pipes passing through fire separations in accordance with C/AS2 Paragraph 4.4.,
lrml/NZ_NZBC-G13AS2#2.7.lrml,r1.0.1.0.1,1.0.1 This Acceptable Solution is for below ground non-pressure (gravity flow) foul water drains having a diameter of no greater than 150 mm.,"if( and( expression( function( is), atom( relation( medium), variable( drain)), data( foul water)), expression( function( below), atom( relation( elevation), variable( drain)), data( ground)), expression( function( is), atom( relation( type), variable( drain)), data( gravity flow)), expression( function( less than equal), atom( relation( diameter), variable( drain)), data( baseunit( kind( metre), prefix( milli)), value( 150.0))))), then( permission( expression( function( comply with), atom( variable( drain)), data( nzbc g13as2))))",1.0.1 This Acceptable Solution is for below ground non-pressure (gravity flow) foul water drains having a diameter of no greater than 150 mm.,Tacit
lrml/NZ_NZBC-G13AS2#2.7.lrml,r1.0.2.0.1,"1.0.2 It does not apply to foul water drainage systems where it is necessary to dispose of industrial liquid wastes, chemical or toxic wastes and other wastes which cannot be discharged to a sewer without pre-treatment. ","if( and( expression( function( is), atom( relation( medium), variable( drain)), data( foul water)), or( expression( function( is), atom( relation( medium), variable( drain)), data( ind.liquid waste)), expression( function( is), atom( relation( medium), variable( drain)), data( chemical waste)), expression( function( is), atom( relation( medium), variable( drain)), data( toxic waste)), and( expression( function( is), atom( relation( medium), variable( drain)), data( waste)), obligation( expression( function( has), atom( relation( medium), variable( drain)), data( treatment))), obligation( expression( function( into), atom( relation( discharge), variable( drain)), data( sewer))))))), then( prohibition( expression( function( comply with), atom( variable( drain)), data( nzbc g13as2))))","1.0.2 It does not apply to foul water drainage systems where it is necessary to dispose of industrial liquid wastes, chemical or toxic wastes and other wastes which cannot be discharged to a sewer without pre-treatment. See G14/VM1.","ImplicitReference
MediumData
"
lrml/NZ_NZBC-G13AS2#2.7.lrml,r2.0.1.0.1,2.0.1 Materials for drainage pipes and joints shall comply with the appropriate standards shown in Table 1.,"if( expression( function( is), atom( relation( type), variable( pipe)), data( drainage))), then( and( obligation( expression( function( comply with), atom( relation( material), variable( pipe)), data( nzbc g13as2 t1))), expression( function( has), atom( variable( pipe)), data( joint)), obligation( expression( function( comply with), atom( relation( material), variable( joint)), data( nzbc g13as2 t1)))))",2.0.1 Materials for drainage pipes and joints shall comply with the appropriate standards shown in Table 1.,
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.1.1.0.1,"3.1.1 To reduce the risk of blockages, the foul water drainage system shall: a) Have a simple layout that incorporates the least number of changes of direction, b) Use bends having a radius of the practical maximum, and c) Be laid only in straight lines between bends or junctions (both horizontally and vertically).","if( and( expression( function( is), atom( relation( medium), variable( drain)), data( foul water)), or( expression( function( has), atom( relation( system), variable( drain)), data( change in direction)), expression( function( has), atom( relation( pipe), variable( drain)), data( bend)), expression( function( in between), atom( relation( section), variable( pipe)), data( bends)), expression( function( in between), atom( relation( section), variable( pipe)), data( junctions))))), then( and( obligation( expression( function( is), expression( function( min), atom( relation( quantity), variable( change in direction))), data( true))), obligation( expression( function( is), expression( function( max), atom( relation( radius), variable( bend))), data( true))), obligation( expression( function( is), atom( relation( section), variable( pipe)), data( straight)))))","3.1.1 To reduce the risk of blockages, the foul water drainage system shall: a) Have a simple layout that incorporates the least number of changes of direction, b) Use bends having a radius of the practical maximum, and c) Be laid only in straight lines between bends or junctions (both horizontally and vertically).","Tacit
Abstract
MediumData"
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.2.1.0.1,"3.2.1 Any connection to a drain, excluding vent pipe connections, shall be made by means of sweep or oblique junctions. The angle that the branch makes at the point of entry with the main drain, shall be no greater than 60° (see Figure 1).","if( and( expression( function( has), atom( relation( system), variable( drain)), data( connection)), not( expression( function( is), atom( variable( connection)), data( vent pipe))))), then( and( or( obligation( expression( function( is), atom( relation( type), variable( connection)), data( sweep junction))), obligation( expression( function( is), atom( relation( type), variable( connection)), data( oblique junction)))), obligation( expression( function( less than equal), atom( relation( angle), variable( connection)), data( baseunit( kind( angle degree)), value( 60.0))))))","3.2.1 Any connection to a drain, excluding vent pipe connections, shall be made by means of sweep or oblique junctions. The angle that the branch makes at the point of entry with the main drain, shall be no greater than 60° (see Figure 1).","Abstract
SplitableEntities
MediumData"
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.3.1.0.1,"Drainage 3.3.1 All gully traps shall be constructed to prevent the ingress of surface water and foreign bodies likely to cause a blockage, shall be located within the legal boundary of the land on which the building is erected","if( expression( function( has), atom( relation( system), variable( drain)), data( gully trap))), then( and( obligation( expression( function( for), atom( relation( prevention), variable( gully trap)), data( ingress))), obligation( expression( function( is), atom( relation( type), variable( ingress)), data( surface water))), obligation( expression( function( is), atom( relation( type), variable( ingress)), data( foreign bodies))), obligation( expression( function( within), atom( relation( location), variable( gully trap)), data( site boundary)))))","3.3.1 All gully traps shall be constructed to prevent the ingress of surface water and foreign bodies likely to cause a blockage, shall be located within the legal boundary of the land on which the building is erected","DomainKnowledge
Abstract
MediumData"
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.3.1.0.1.a.i.1,Drainage 3.3.1 All gully traps shall have (see Figures 2 and 3): The overflow level of the gully dish no less than: 25 mm above paved surfaces,"if( and( expression( function( has), atom( relation( system), variable( drain)), data( gully trap)), expression( function( is), atom( relation( type), variable( surface)), data( paved)), expression( function( define), expression( function( top of), atom( relation( overflow), variable( gully trap))), data( x0)), expression( function( define), expression( function( top of), atom( variable( surface))), data( x1)))), then( obligation( expression( function( greater than equal), atom( variable( x0 - x1)), data( baseunit( prefix( milli), kind( metre)), value( 25.0)))))",3.3.1 All gully traps shall have (see Figures 2 and 3): The overflow level of the gully dish no less than: 100 mm above unpaved surfaces,
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.3.1.0.1.b.1,Drainage; All gully traps shall have: b) A grating that will allow surcharge,"if( expression( function( has), atom( relation( system), variable( drain)), data( gully trap))), then( obligation( expression( function( include), atom( variable( gully trap)), data( grating))))",b) A grating that will allow surcharge,"Tacit
TACIT-SPLIT-AT-SEMI-COLON"
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.3.1.0.1.c.1,Drainage 3.3.1 All gully traps shall have (see Figures 2 and 3): A minimum outlet pipe diameter of 100 mm,"if( expression( function( has), atom( relation( system), variable( drain)), data( gully trap))), then( and( obligation( expression( function( has), atom( variable( gully trap)), data( outlet pipe))), obligation( expression( function( greater than equal), atom( relation( diameter), variable( outlet pipe)), data( baseunit( prefix( milli), kind( metre)), value( 100.0))))))",3.3.1 All gully traps shall have (see Figures 2 and 3): A minimum outlet pipe diameter of 100 mm,
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.3.1.0.1.d.1,Drainage 3.3.1 All gully traps shall have (see Figures 2 and 3): A water seal depth of at least 65 mm,"if( expression( function( has), atom( relation( system), variable( drain)), data( gully trap))), then( and( obligation( expression( function( has), atom( variable( gully trap)), data( water seal))), obligation( expression( function( greater than equal), atom( relation( depth), variable( water seal)), data( baseunit( kind( metre), prefix( milli)), value( 65.0))))))",3.3.1 All gully traps shall have (see Figures 2 and 3): A water seal depth of at least 65 mm,
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.3.1.0.1.g.1,"Drainage 3.3.1 All gully traps shall have (see Figures 2 and 3): Waste pipe outlets located at least 20 mm above water seal level, and at least 20 mm below the grating","if( and( expression( function( to), atom( relation( discharge), variable( waste pipe)), data( gully trap)), expression( function( define), atom( relation( elevation), variable( waste pipe outlet)), data( x0)), expression( function( define), atom( relation( elevation), variable( water seal)), data( x1)), expression( function( define), atom( relation( elevation), variable( grating)), data( x2)))), then( and( obligation( expression( function( greater than equal), atom( variable( x0)), data( x1 + 20 mm))), obligation( expression( function( less than equal), atom( variable( x0)), data( x2 - 20 mm)))))","3.3.1 All gully traps shall have (see Figures 2 and 3): Waste pipe outlets located at least 20 mm above water seal level, and at least 20 mm below the grating","UselessInfoInBrackets
Define
Tacit
MediumData"
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.3.1.0.1.i.1,"Drainage 3.3.1 All gully traps shall have (see Figures 2 and 3): i) Adequate support from bedding and backfilling with: i) concrete no less than 75 mm thick surrounding the entire gully dish and which is separated from the building foundation, where the gully trap is likely to be damaged, and j) A minimum of 600 mm clear access space above the gully dish.","if( and( expression( function( has), atom( relation( system), variable( drain)), data( gully trap)), expression( function( has), atom( variable( gully trap)), data( gully dish)))), then( and( obligation( expression( function( has), atom( variable( gully trap)), data( support))), obligation( expression( function( is), atom( relation( type), variable( support)), data( bedding))), obligation( expression( function( is), atom( relation( type), variable( support)), data( backfilling))), obligation( expression( function( include), atom( variable( support)), data( separation))), and( obligation( expression( function( in between), atom( variable( separation)), data( gully dish))), obligation( expression( function( in between), atom( variable( separation)), data( building foundation)))), obligation( expression( function( include), atom( variable( support)), data( concrete surround))), obligation( expression( function( greater than equal), atom( relation( thickness), variable( concrete surround)), data( baseunit( kind( metre), prefix( milli)), value( 75.0)))), obligation( expression( function( has), atom( variable( gully dish)), data( access space))), obligation( expression( function( is), atom( variable( access space)), data( vertical))), obligation( expression( function( above), atom( variable( access space)), data( gully dish))), obligation( expression( function( greater than equal), atom( variable( access space)), data( baseunit( prefix( milli), kind( metre)), value( 600.0))))))","3.3.1 All gully traps shall have (see Figures 2 and 3): The top of the water seal no more than 600 mm below the top of the gully dish, and i) Adequate support from bedding and backfilling with: i) concrete no less than 75 mm thick surrounding the entire gully dish and which is separated from the building foundation, where the gully trap is likely to be damaged","DomainKnowledge
Tacit
MediumData"
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.3.2.0.1,"3.3.2 In order to provide overflow relief for the drainage system, every building used for Housing shall be provided with at least one gully trap which shall:","if( expression( function( is), atom( relation( purpose), variable( building)), data( housing))), then( obligation( expression( function( has), atom( relation( system), variable( drain)), data( gully trap))))","3.3.2 In order to provide overflow relief for the drainage system, every building used for Housing shall be provided with at least one gully trap which shall:",
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.3.2.0.1.a.1,3.3.2 Gully trap which shall: a) Be positioned so that the top of the gully dish is no less than 150 mm below the overflow level of the lowest sanitary fixture served by the drainage system,"if( and( expression( function( has), atom( variable( gully trap)), data( gully dish)), expression( function( define), expression( function( top of), atom( relation( elevation), variable( gully dish))), data( x0)), expression( function( for), atom( relation( service), variable( gully trap)), data( sanitary fixture)), expression( function( is), expression( function( min), atom( relation( elevation), variable( sanitary fixture))), data( true)), expression( function( define), expression( function( top of), atom( relation( overflow), variable( sanitary fixture))), data( x1)), expression( function( in between), atom( variable( dimension)), data( x0)), expression( function( in between), atom( variable( dimension)), data( x1)))), then( obligation( expression( function( greater than equal), atom( variable( dimension)), data( baseunit( kind( metre), prefix( milli)), value( 150.0)))))","3.3.2 In order to provide overflow relief for the drainage system, every building used for Housing shall be provided with at least one gully trap which shall: a) Be positioned so that the top of the gully dish is no less than 150 mm below the overflow level of the lowest sanitary fixture served by the drainage system","NestedExpr
Define"
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.3.2.0.1.b.1,Drainage 3.3.2 Gully trap which shall: Have a grating that will allow surcharge,"if( expression( function( has), atom( relation( system), variable( drain)), data( gully trap))), then( and( obligation( expression( function( has), atom( variable( gully trap)), data( grating))), obligation( expression( function( is), atom( relation( purpose), variable( grating)), data( surcharge)))))","3.3.2 In order to provide overflow relief for the drainage system, every building used for Housing shall be provided with at least one gully trap which shall: Have a grating that will allow surcharge","
"
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.3.2.0.1.c.1,Drainage 3.3.2 Gully trap which shall: Be located in a visible position,"if( expression( function( has), atom( relation( system), variable( drain)), data( gully trap))), then( obligation( expression( function( is), atom( relation( location), variable( gully trap)), data( visible))))","3.3.2 In order to provide overflow relief for the drainage system, every building used for Housing shall be provided with at least one gully trap which shall: Be located in a visible position",
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.3.2.0.1.d.1,Drainage 3.3.2 Gully trap which shall: Be installed so that surcharge cannot enter into or under buildings.,"if( and( expression( function( has), atom( relation( system), variable( drain)), data( gully trap)), expression( function( has), atom( variable( drain)), data( surcharge)))), then( and( prohibition( expression( function( into), atom( relation( flow), variable( surcharge)), data( building))), prohibition( expression( function( below), atom( relation( flow), variable( surcharge)), data( building)))))","3.3.2 In order to provide overflow relief for the drainage system, every building used for Housing shall be provided with at least one gully trap which shall: Be installed so that surcharge cannot enter into or under buildings.",
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.4.1.0.1,3.4.1 Grease traps shall be provided for any discharge pipe serving a sink(s) where the foul water discharges to a soak pit.,"if( and( expression( function( has), atom( variable( sink)), data( discharge pipe)), expression( function( is), atom( relation( medium), variable( drain)), data( foul water)), expression( function( into), atom( relation( discharge), variable( drain)), data( soak pit)))), then( obligation( expression( function( has), atom( variable( discharge pipe)), data( grease trap))))",3.4.1 Grease traps shall be provided for any discharge pipe serving a sink(s) where the foul water discharges to a soak pit.,
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.4.2.0.1,"3.4.2 In buildings other than Housing, grease traps shall be provided where waste water is likely to convey grease.","if( and( not( expression( function( is), atom( relation( purpose), variable( building)), data( housing))), expression( function( include), atom( variable( waste water)), data( grease)))), then( obligation( expression( function( include), atom( variable( drain)), data( grease trap))))","3.4.2 In buildings other than Housing, grease traps shall be provided where waste water is likely to convey grease.",ConnectionMissing
