CLAUSE_NUMBER,text,file,input,spaced_lrml,random_split,doc_split
2.1.1,"Walls of concrete, cement plaster, or concrete block shall be sealed with a synthetic coating which provides an impervious, easily cleaned surface.",NZ_NZBC-G3AS1#1.2,"Source: G3AS1 Walls of concrete, cement plaster, or concrete block shall be sealed with a synthetic coating which provides an impervious, easily cleaned surface.
Target: ","if( is( wall. material, or( concrete, cement plaster, concrete block))), then( obligation( and( has( wall, seal), is( seal. type, synthetic coating), is( wall. surface, impervious), is( wall. surface, easily cleaned))))",1,1
2.1.2,Porous materials such as wood and plasterboard are not acceptable ceilings or wall linings.,NZ_NZBC-G3AS1#1.2,"Source: G3AS1 Porous materials such as wood and plasterboard are not acceptable ceilings or wall linings.
Target: ","if( or( is( material, wood), is( material, plasterboard))), then( not( acceptable( as( ceiling, wall lining))))",1,1
2.1.3,"Exposed trusses, service ducts and similar building elements in food processing areas shall be completely enclosed with a material which is non-absorbent and easily cleaned.",NZ_NZBC-G3AS1#1.2,"Source: G3AS1 Exposed trusses, service ducts and similar building elements in food processing areas shall be completely enclosed with a material which is non-absorbent and easily cleaned.
Target: ","if( and( is( building element, or( exposed truss, service duct)), is( area, food processing)), then( obligation( and( is( enclosure. material, non-absorbent), is( enclosure. surface, easily cleaned), fully( building element, enclosure))))",1,1
2.1.4,Surface finishes shall be protected from likely impact and not be subject to chipping or flaking.,NZ_NZBC-G3AS1#1.2,"Source: G3AS1 Surface finishes shall be protected from likely impact and not be subject to chipping or flaking.
Target: ","if( exist( surface finish)), then( obligation( and( protected( surface finish, from( impact)), not( subject( surface finish, to( chipping, flaking)))))",1,1
2.1.5,"Lining materials, surface coatings and sealants complying with MAF Qual Approvals Manual MQ1 for specific applications, are acceptable.",NZ_NZBC-G3AS1#1.2,"Source: G3AS1 Lining materials, surface coatings and sealants complying with MAF Qual Approvals Manual MQ1 for specific applications, are acceptable.
Target: ","if( and( is( material, or( lining, surface coating, sealant)), comply with( material, maf qual approvals manual mq1))), then( permission( apply to( nzbc g3as1, material)))",1,1
2.0.1,This part of the acceptable solution applies only to Commercial or Industrial buildings.,NZ_NZBC-G3AS1#1.2,"Source: G3AS1 This part of the acceptable solution applies only to Commercial or Industrial buildings.
Target: ","if( is( building, commercial or industrial)), then( apply to( nzbc g3as1))",1,1
2.2.1,"Examples of other types of buildings needing special attention, are factories where electroplating or the processing of lead products is carried out, and mortuaries.",NZ_NZBC-G3AS1#1.2,"Source: G3AS1 Examples of other types of buildings needing special attention, are factories where electroplating or the processing of lead products is carried out, and mortuaries.
Target: ","if( or( is( building. activity, or( electroplating, lead processing, mortuary)), has( building, special attention))), then( apply to( nzbc g3as1, building))",1,1
2.3.5,"In equipment wash-down areas, floor gradients shall be no less than 1 in 25 .",NZ_NZBC-G3AS1#1.2,"Source: G3AS1 In equipment wash-down areas, floor gradients shall be no less than 1 in 25 .
Target: ","if( is( area, equipment wash-down)), then( obligation( and( greater than equal( floor. gradient, 1/25))))",1,1
2.3.6,"Where floor-drain outlets are used, they shall be installed so that each outlet serves a floor area of no more than: 20 m2 in dairy process areas, 40 m2 in other areas.",NZ_NZBC-G3AS1#1.2,"Source: G3AS1 Where floor-drain outlets are used, they shall be installed so that each outlet serves a floor area of no more than: 20 m2 in dairy process areas, 40 m2 in other areas.
Target: ","if( exist( floor drain)), then( obligation( and( for( floor area, served by( floor drain)), less than equal( floor area, if( is( floor area. type, dairy process), 20 m2, 40 m2)))))",1,1
2.3.7,"Open channels shall be spaced no more than 10 m apart, be deep enough to avoid overflowing, and have a gradient to their outlet of no less than 1 in 60 .",NZ_NZBC-G3AS1#1.2,"Source: G3AS1 Open channels shall be spaced no more than 10 m apart, be deep enough to avoid overflowing, and have a gradient to their outlet of no less than 1 in 60 .
Target: ","if( is( channel, open)), then( obligation( and( define( channel. spacing, x0), less than equal( x0, 10 m), has( channel, depth), greater than( channel. depth, overflow), has( channel, gradient), greater than equal( channel. gradient, '1/60'))))",1,1
2.2.2,"Specific attention shall be given to protection from free water used for washing down premises, products or building elements, and from contaminating vapours or liquids which could form unhygienic or hazardous deposits on building elements.",NZ_NZBC-G3AS1#1.2,"Source: G3AS1 Specific attention shall be given to protection from free water used for washing down premises, products or building elements, and from contaminating vapours or liquids which could form unhygienic or hazardous deposits on building elements.
Target: ","if( exist( building)), then( obligation( and( protect( building, free water), for( free water, and( washing down, premises, products, building elements))), protect( building, contaminating vapours), for( contaminating vapours, and( liquids, vapours)), prevent( contaminating vapours, unhygienic deposits), prevent( contaminating vapours, hazardous deposits))))",1,1
2.2.3,"The surfaces of floors, walls, ceilings and other building elements, as well as any joints in their construction, shall be impervious and easily cleaned. The following are acceptable surface materials: Polyvinylchloride sheet Ceramic tiles with waterproof grouted joints Concrete with steel trowel finish.",NZ_NZBC-G3AS1#1.2,"Source: G3AS1 The surfaces of floors, walls, ceilings and other building elements, as well as any joints in their construction, shall be impervious and easily cleaned. The following are acceptable surface materials: Polyvinylchloride sheet Ceramic tiles with waterproof grouted joints Concrete with steel trowel finish.
Target: ","if( exist( building)), then( obligation( and( for( surface, and( floor, wall, ceiling, other building element)), is( surface. material, or( polyvinylchloride sheet, ceramic tile, concrete)), is( surface, impervious), is( surface, easily cleaned), for( joint, surface. construction), is( joint, impervious))))",1,1
2.2.4,"Wall/floor junctions which are coved, shall have any floor covering carried vertically to at least 75 mm above floor level.",NZ_NZBC-G3AS1#1.2,"Source: G3AS1 Wall/floor junctions which are coved, shall have any floor covering carried vertically to at least 75 mm above floor level.
Target: ","if( has( junction, wall/floor)), then( obligation( and( is( junction. type, coved), has( floor covering, vertical extension), towards( vertical extension, junction), greater than equal( vertical extension. height, 75 mm))))",1,1
2.2.5,"Construction methods shall avoid ledges, recesses, cracks or other areas where moisture or contaminants could accumulate and be difficult to remove.",NZ_NZBC-G3AS1#1.2,"Source: G3AS1 Construction methods shall avoid ledges, recesses, cracks or other areas where moisture or contaminants could accumulate and be difficult to remove.
Target: ","if( exist( construction method)), then( obligation( avoid( and( ledges, recesses, cracks, areas), where( or( moisture, contaminants), could accumulate), and( difficult to remove))))",1,1
2.3.1,"Buildings where wash-down is used for cleaning (e.g. abattoirs or dairy process areas), shall also be constructed to avoid the accumulation of water.",NZ_NZBC-G3AS1#1.2,"Source: G3AS1 Buildings where wash-down is used for cleaning (e.g. abattoirs or dairy process areas), shall also be constructed to avoid the accumulation of water.
Target: ","if( is( building. activity, wash-down), then( obligation( prevent( water accumulation, building))))",1,1
2.3.2,Horizontal ledges shall be sloped at no less than 45 ° to prevent accumulation of dirt and moisture. Stairs and walkways shall be graded towards drainage points.,NZ_NZBC-G3AS1#1.2,"Source: G3AS1 Horizontal ledges shall be sloped at no less than 45 ° to prevent accumulation of dirt and moisture. Stairs and walkways shall be graded towards drainage points.
Target: ","if( exist( horizontal ledge)), then( obligation( greater than equal( slope( horizontal ledge), 45 deg), prevent( horizontal ledge, accumulation of dirt, moisture)))
if( exist( stairs, walkways)), then( obligation( towards( drainage point, stairs, walkways)))",1,1
2.3.3,Floors shall be graded to remove all effluent and water to a disposal system complying with NZBC G13 or G14 .,NZ_NZBC-G3AS1#1.2,"Source: G3AS1 Floors shall be graded to remove all effluent and water to a disposal system complying with NZBC G13 or G14 .
Target: ","if( has( building, floor)), then( obligation( towards( floor. grading, disposal system), comply with( disposal system, or( nzbc g13, nzbc g14))))",1,1
2.3.4,"Floors shall be self-draining and evenly graded to fall to adequately sized floor outlets or an open channel. In food processing areas slopes shall be no less than 1 in 60 for monolithic type floors, or 1 in 50 for tiled floors.",NZ_NZBC-G3AS1#1.2,"Source: G3AS1 Floors shall be self-draining and evenly graded to fall to adequately sized floor outlets or an open channel. In food processing areas slopes shall be no less than 1 in 60 for monolithic type floors, or 1 in 50 for tiled floors.
Target: ","if( is( floor. type, self-draining)), then( obligation( and( evenly graded( floor), towards( floor. outlet, or( adequately sized, open channel))), if( is( floor. area, food processing area)), then( and( greater than equal( floor. slope, or( 1/60, 1/50)), is( floor. material, or( monolithic, tiled))))))",1,1
1.1.1,"Where condensates can form in a pipeline, they shall be removed by grading the pipe with a fall of 4 mm per metre towards a tailpipe (drip), located at the piping low point nearest the outlet side of the meter.",NZ_NZBC-G10AS1#1.8,"Source: G10AS1 Where condensates can form in a pipeline, they shall be removed by grading the pipe with a fall of 4 mm per metre towards a tailpipe (drip), located at the piping low point nearest the outlet side of the meter.
Target: ","if( exist( pipeline), then( obligation( and( has( pipeline, condensate), greater than equal( pipeline. fall, '4 mm/m'), towards( tailpipe, pipeline), is( tailpipe. location, and( low point, nearest( outlet side, meter))), is( tailpipe. type, drip))))",1,1
1.1.2,"If this is impractical, a single tailpipe may be provided at the lowest point in the pipeline, which shall have a fall to that point.",NZ_NZBC-G10AS1#1.8,"Source: G10AS1 If this is impractical, a single tailpipe may be provided at the lowest point in the pipeline, which shall have a fall to that point.
Target: ","if( exist( pipeline)), then( obligation( and( or( has( pipeline, tailpipe), greater than( count( pipeline. tailpipe), 1)), has( tailpipe, fall))))",1,1
1.3.1,Welded joints shall comply with the tests and procedures given in: Have protection (such as wrapping) from corrosion provided at points of entry and exit from the concrete.,NZ_NZBC-G10AS1#1.8,"Source: G10AS1 Welded joints shall comply with the tests and procedures given in: Have protection (such as wrapping) from corrosion provided at points of entry and exit from the concrete.
Target: ","if( exist( welded joint)), then( obligation( and( comply with( welded joint, tests and procedures), has( welded joint, protection), for( protection, corrosion), towards( protection, concrete), at( protection, entry), at( protection, exit))))",1,1
1.4.1,"In concrete It is recommended that where practicable, such as in industrial construction, pipes be laid in covered floor channels and be protected against corrosion if necessary.",NZ_NZBC-G10AS1#1.8,"Source: G10AS1 In concrete It is recommended that where practicable, such as in industrial construction, pipes be laid in covered floor channels and be protected against corrosion if necessary.
Target: ","if( is( construction. material, concrete)), then( recommendation( and( where( practicable, has( construction, pipe)), in( construction, floor channel), covered( floor channel), protect( pipe, against corrosion))))",1,1
1.4.2,"In enclosed spaces Piping installed in concrete shall: Piping installed in enclosed spaces shall: For steel pipes, have a concrete cover of: Not be located in lift wells, air ducts, 75 mm when concrete is cast against the ground, 50 mm when concrete is exposed to the weather, or 35 mm when concrete is indoors, and Have pipes other than steel, sleeved to allow for expansion, and plenum ceilings, air handling plenums, clothes chutes, rubbish chutes, ventilating ducts, fire hydrant cupboards or fire isolated stairways, In under floor spaces have: pipes suspended clear of the ground by a minimum of 100 mm, and ii) enclosed spaces ventilated in accordance with E2 /AS1 , D E P A R T M E N T O F B U I L D I N G A N D H O U S I N G 3 0 S e p t e m b e r 2 0 1 0 P I P E D S E R V I C E S A ccep table Solutio n G10 / AS 1 In unventilated and/or inaccessible spaces be installed without joints, and Where joints are unavoidable, have the joint inspected, tested and proved sound before the pipework is concealed.",NZ_NZBC-G10AS1#1.8,"Source: G10AS1 In enclosed spaces Piping installed in concrete shall: Piping installed in enclosed spaces shall: For steel pipes, have a concrete cover of: Not be located in lift wells, air ducts, 75 mm when concrete is cast against the ground, 50 mm when concrete is exposed to the weather, or 35 mm when concrete is indoors, and Have pipes other than steel, sleeved to allow for expansion, and plenum ceilings, air handling plenums, clothes chutes, rubbish chutes, ventilating ducts, fire hydrant cupboards or fire isolated stairways, In under floor spaces have: pipes suspended clear of the ground by a minimum of 100 mm, and ii) enclosed spaces ventilated in accordance with E2 /AS1 , D E P A R T M E N T O F B U I L D I N G A N D H O U S I N G 3 0 S e p t e m b e r 2 0 1 0 P I P E D S E R V I C E S A ccep table Solutio n G10 / AS 1 In unventilated and/or inaccessible spaces be installed without joints, and Where joints are unavoidable, have the joint inspected, tested and proved sound before the pipework is concealed.
Target: ","if( and( is( piping. location, enclosed space), not( is( piping. location, or( lift well, air duct, plenum ceiling, air handling plenum, clothes chute, rubbish chute, ventilating duct, fire hydrant cupboard, fire isolated stairway)))), then( obligation( and( or( and( is( piping. material, steel), has( piping, concrete cover), towards( concrete cover, ground), equal( concrete cover. size, 75 mm), towards( concrete cover, weather), equal( concrete cover. size, 50 mm), towards( concrete cover, indoor), equal( concrete cover. size, 35 mm)), and( not( is( piping. material, steel)), has( piping, sleeve), towards( sleeve, expansion), has( enclosed space, ventilation), comply with( ventilation, nzbc e2as1), not( and( is( piping. location, under floor), has( piping, suspension), less than equal( suspension. height, 100 mm))), and( is( piping. location, unventilated or inaccessible), not( has( piping, joint)), or( and( has( piping, joint), has( joint, inspection), has( joint, testing), is( joint. sound, true)))))))",1,1
1.5.1,"False ceiling spaces and void spaces within cavity and partition walls containing pipework, shall be constructed as ventilated ducts.",NZ_NZBC-G10AS1#1.8,"Source: G10AS1 False ceiling spaces and void spaces within cavity and partition walls containing pipework, shall be constructed as ventilated ducts.
Target: ","if( or( is( space, false ceiling), and( is( space, void), within( space, or( cavity wall, partition wall))), has( space, pipework)), then( obligation( is( space. construction, ventilated duct)))",1,1
1.5.2,"Pipes fitted in horizontal ducts which have open grille type covers, shall be treated as above-ground pipes.",NZ_NZBC-G10AS1#1.8,"Source: G10AS1 Pipes fitted in horizontal ducts which have open grille type covers, shall be treated as above-ground pipes.
Target: ","if( and( is( pipe. location, horizontal duct), has( duct, open grille type cover))), then( is( pipe. location, above ground))",1,1
3.0.1,Acceptable solutions for the control of pipework corrosion shall provide for: Pipes within horizontal ducts are located The installation of a joint which is near the bottom of the duct.,NZ_NZBC-G10AS1#1.8,"Source: G10AS1 Acceptable solutions for the control of pipework corrosion shall provide for: Pipes within horizontal ducts are located The installation of a joint which is near the bottom of the duct.
Target: ","if( exist( pipe), and( within( pipe, horizontal duct)), then( obligation( and( has( pipe, joint), is( joint. location, near bottom)))))",1,1
1.5.4,"Unventilated ducts The installation of pipes in unventilated ducts should be avoided, but when it is necessary for a pipe to pass through an unventilated duct or void, either: The pipes shall be continuously sleeved with the sleeve ventilated at one or both ends into a ventilated space, or The duct void shall be filled with dry, washed sand.",NZ_NZBC-G10AS1#1.8,"Source: G10AS1 Unventilated ducts The installation of pipes in unventilated ducts should be avoided, but when it is necessary for a pipe to pass through an unventilated duct or void, either: The pipes shall be continuously sleeved with the sleeve ventilated at one or both ends into a ventilated space, or The duct void shall be filled with dry, washed sand.
Target: ","if( exist( duct)), then( obligation( or( and( has( pipe, duct), is( duct. ventilation, unventilated), has( pipe, sleeve), is( sleeve. ventilation, or( one end, both ends)), towards( sleeve. ventilation, ventilated space)), and( is( duct. ventilation, unventilated), has( duct, void), fill( duct. void, dry washed sand)))))",1,1
2.0.1,"Gas piping isolating valves shall: For emergency shut-down of commercial and industrial installations, have their location clearly identified on a drawing permanently and prominently displayed near the primary meter set.",NZ_NZBC-G10AS1#1.8,"Source: G10AS1 Gas piping isolating valves shall: For emergency shut-down of commercial and industrial installations, have their location clearly identified on a drawing permanently and prominently displayed near the primary meter set.
Target: ","if( exist( gas piping), then( obligation( and( has( gas piping, isolating valve), is( isolating valve. type, emergency shut-down), has( isolating valve, location), clearly identified( location, drawing), permanently displayed( drawing), prominently displayed( drawing), near( drawing, primary meter set))))",1,1
2.0.1,"For appliances, be of the 1 /4 turn type with the handle marked to indicate the direction of gas flow.",NZ_NZBC-G10AS1#1.8,"Source: G10AS1 For appliances, be of the 1 /4 turn type with the handle marked to indicate the direction of gas flow.
Target: ","if( exist( gas appliance)), then( obligation( and( is( appliance. valve type, '1/4 turn'), has( appliance. handle, marking), indicating( marking, direction of gas flow))))",1,1
2.0.2,"To satisfy Paragraph 2.0.1 b), the meter inlet-valve may be used as an isolating valve in accordance with the requirements of the gas supply authority.",NZ_NZBC-G10AS1#1.8,"Source: G10AS1 To satisfy Paragraph 2.0.1 b), the meter inlet-valve may be used as an isolating valve in accordance with the requirements of the gas supply authority.
Target: ","if( is( gas meter, present)), then( permission( and( has( gas meter, inlet valve), comply with( inlet valve, gas supply authority requirements), as( inlet valve, isolating valve))))",1,1
2.0.2,"electrically non-conducting, where a pipe rises above ground, The separation of electrochemically incompatible materials in underground locations, by joining with insulated components, and The painting of black steel pipe as soon as practicable after installation unless it is protected with anti-corrosive wrapping.",NZ_NZBC-G10AS1#1.8,"Source: G10AS1 electrically non-conducting, where a pipe rises above ground, The separation of electrochemically incompatible materials in underground locations, by joining with insulated components, and The painting of black steel pipe as soon as practicable after installation unless it is protected with anti-corrosive wrapping.
Target: ","if( and( is( pipe. material, black steel), or( is( pipe. location, underground), is( pipe. location, above ground))), then( obligation( and( is( pipe, electrically non-conducting), for( pipe. location, underground), join with( insulated component), separate( electrochemically incompatible materials), for( pipe. location, above ground), paint( pipe, as soon as practicable), unless( is( pipe, protected with anti-corrosive wrapping)))))",1,1
4.0.2,Breather vents may be vented within a room or enclosure if the diameter of the vent outlet does not exceed the value ‘d’ given by the formula: Have the vent line extended to the outside of the building and terminating in a breather vent.,NZ_NZBC-G10AS1#1.8,"Source: G10AS1 Breather vents may be vented within a room or enclosure if the diameter of the vent outlet does not exceed the value ‘d’ given by the formula: Have the vent line extended to the outside of the building and terminating in a breather vent.
Target: ","if( exist( breather vent)), then( and( is( breather vent. location, or( room, enclosure)), define( max( vent outlet. diameter), 'd'), less than equal( breather vent. outlet diameter, 'd'), has( vent line, extension), towards( extension, building exterior), has( extension, termination), is( termination, breather vent)))",1,1
1.1.1,"Pipes shall be sized to maintain the pressure at any appliance inlet, when all appliances are in use, at no less than: – 0.75 kPa for town gas, – 1.13 kPa for natural gas, or – 2.75 kPa for LPG.",NZ_NZBC-G11AS1#1.6,"Source: G11AS1 Pipes shall be sized to maintain the pressure at any appliance inlet, when all appliances are in use, at no less than: – 0.75 kPa for town gas, – 1.13 kPa for natural gas, or – 2.75 kPa for LPG.
Target: ","if( exist( pipe)), then( obligation( and( has( pipe, pressure), greater than equal( pressure, or( 0.75 kPa for town gas, 1.13 kPa for natural gas, 2.75 kPa for LPG)), for( pressure, appliance inlet), when( all( appliance, in use)))))",1,1
1.2.1,"Where the meter outlet pressure does not exceed 1.5 kPa, and when all appliances on the supply are operating, the pressure drop between the meter outlet (or regulator outlet if no meter is installed), and any appliance, shall be no more than 0.075 kPa for either town gas or natural gas.",NZ_NZBC-G11AS1#1.6,"Source: G11AS1 Where the meter outlet pressure does not exceed 1.5 kPa, and when all appliances on the supply are operating, the pressure drop between the meter outlet (or regulator outlet if no meter is installed), and any appliance, shall be no more than 0.075 kPa for either town gas or natural gas.
Target: ","if( and( has( gas supply, meter), less than equal( meter. outlet pressure, 1.5 kPa), for( appliance, gas supply), is( appliance. type, and( town gas, natural gas))), then( obligation( less than equal( pressure drop( meter. outlet, appliance), 0.075 kPa))))",1,1
1.2.2,"Acceptable methods for sizing pipes are given in AS/NZS 5601.1 , section 5.2 and Appendix F.",NZ_NZBC-G11AS1#1.6,"Source: G11AS1 Acceptable methods for sizing pipes are given in AS/NZS 5601.1 , section 5.2 and Appendix F.
Target: ","if( exist( pipe)), then( obligation( as per( pipe. sizing, and( 'nzs 5601 1 5.2', 'nzs 5601 1 f'))))",1,1
2.1.1,"Regulators shall be fitted to the supply pipe when: Any appliance in the building is not fitted with its own regulator, and the supply pressure can exceed: – 1.5 kPa for town gas and natural gas, or – 3.5 kPa for LPG.",NZ_NZBC-G11AS1#1.6,"Source: G11AS1 Regulators shall be fitted to the supply pipe when: Any appliance in the building is not fitted with its own regulator, and the supply pressure can exceed: – 1.5 kPa for town gas and natural gas, or – 3.5 kPa for LPG.
Target: ","if( and( has( building, appliance), not( has( appliance, regulator)), or( greater than( supply pressure, 1.5 kPa), and( is( gas type, or( town gas, natural gas)))), or( greater than( supply pressure, 3.5 kPa), is( gas type, lpg)))), then( obligation( fit( regulator, supply pipe)))",1,1
2.1.1,Appliance regulators are fitted to all appliances but the supply pressure may exceed the maximum rated inlet pressure of any appliance regulator.,NZ_NZBC-G11AS1#1.6,"Source: G11AS1 Appliance regulators are fitted to all appliances but the supply pressure may exceed the maximum rated inlet pressure of any appliance regulator.
Target: ","if( exist( appliance)), then( obligation( and( has( appliance, regulator), less than( supply pressure, regulator. maximum rated inlet pressure))))",1,1
1.3.1,"Where the meter outlet pressure exceeds 1.5 kPa, and when all appliances on the supply are operating, the maximum pressure drop between the meter outlet (or regulator outlet if no meter is installed), and any appliance, shall be no more than 10 % of the operating pressure.",NZ_NZBC-G11AS1#1.6,"Source: G11AS1 Where the meter outlet pressure exceeds 1.5 kPa, and when all appliances on the supply are operating, the maximum pressure drop between the meter outlet (or regulator outlet if no meter is installed), and any appliance, shall be no more than 10 % of the operating pressure.
Target: ","if( and( exist( gas supply), greater than( gas supply. outlet pressure, 1.5 kPa), all( appliance, on( gas supply))), then( obligation( and( define( operating pressure, x0), define( max pressure drop, 0.1 * 'x0'), less than equal( pressure drop, max pressure drop), for( pressure drop, between( gas supply. outlet, appliance)), is( pressure drop. type, operating))))",1,1
1.3.2,"Acceptable methods for sizing pipes are given in AS/NZS 5601.1 , section 5.2 and Appendix F.",NZ_NZBC-G11AS1#1.6,"Source: G11AS1 Acceptable methods for sizing pipes are given in AS/NZS 5601.1 , section 5.2 and Appendix F.
Target: ","if( exist( pipe)), then( obligation( as per( pipe. sizing, 'as/nzs 5601.1', and( 'section 5.2', 'appendix f'))))",1,1
3.1.1,"Over-pressure protection shall be fitted if an appliance regulator inlet pressure exceeds 7 kPa or where: The regulator inlet pressure exceeds the pressure rating of downstream equipment, or The regulator outlet pressure is less than 70 % of the inlet pressure.",NZ_NZBC-G11AS1#1.6,"Source: G11AS1 Over-pressure protection shall be fitted if an appliance regulator inlet pressure exceeds 7 kPa or where: The regulator inlet pressure exceeds the pressure rating of downstream equipment, or The regulator outlet pressure is less than 70 % of the inlet pressure.
Target: ","if( or( greater than( appliance. regulator inlet pressure, 7 kPa), greater than( regulator. inlet pressure, downstream equipment. pressure rating), less than( regulator. outlet pressure, 70% of( regulator. inlet pressure)))), then( obligation( has( appliance, over-pressure protection)))",1,1
3.1.2,"The over-pressure protection device shall limit the pressure downstream of the regulator to: No greater than the rated working pressure of the downstream equipment, and No greater than 35 % above the normal operating pressure.",NZ_NZBC-G11AS1#1.6,"Source: G11AS1 The over-pressure protection device shall limit the pressure downstream of the regulator to: No greater than the rated working pressure of the downstream equipment, and No greater than 35 % above the normal operating pressure.
Target: ","if( has( regulator, over-pressure protection device)), then( obligation( and( has( downstream equipment, rated working pressure), less than equal( over-pressure protection device. pressure, downstream equipment. rated working pressure), define( normal operating pressure, x0), less than equal( over-pressure protection device. pressure, and( x0 * 1.35, x0 + 35 percent)))))",1,1
4.0,Pipework Installation Non-return valves.,NZ_NZBC-G11AS1#1.6,"Source: G11AS1 Pipework Installation Non-return valves.
Target: ","if( exist( pipework)), then( obligation( and( has( pipework, non-return valve), comply with( non-return valve, nzbc g11as1))))",1,1
4.0,Three-way valves that completely close one side before opening the other.,NZ_NZBC-G11AS1#1.6,"Source: G11AS1 Three-way valves that completely close one side before opening the other.
Target: ","if( is( valve. type, three-way)), then( obligation( and( completely close( valve. side1), before( open( valve. side2)))))",1,1
4.0,Reverse flow detectors that control positive shut-off valves.,NZ_NZBC-G11AS1#1.6,"Source: G11AS1 Reverse flow detectors that control positive shut-off valves.
Target: ","if( exist( reverse flow detector)), then( and( has( reverse flow detector, control), has( control, positive shut-off valve)))",1,1
4.0,Normally closed air-activated positive shut- off pressure regulators (e.g. zero regulator).,NZ_NZBC-G11AS1#1.6,"Source: G11AS1 Normally closed air-activated positive shut- off pressure regulators (e.g. zero regulator).
Target: ","if( is( pressure regulator. type, air-activated positive shut-off), is( pressure regulator. activation, normally closed), is( pressure regulator. function, zero regulator)))",1,1
4.0,A flame safeguard system.,NZ_NZBC-G11AS1#1.6,"Source: G11AS1 A flame safeguard system.
Target: ","if( exist( flame safeguard system)), then( obligation( comply with( flame safeguard system, relevant standards)))",1,1
7.1.2,Protective devices shall be installed as close as possible to the point at which contaminants could be introduced.,NZ_NZBC-G11AS1#1.6,"Source: G11AS1 Protective devices shall be installed as close as possible to the point at which contaminants could be introduced.
Target: ","if( exist( contaminant)), then( obligation( and( has( protective device), towards( protective device, contaminant))))",1,1
7.1.3,"Gas and air combustion mixers incorporating double diaphragm zero regulators require no further protection against gas contamination unless directly connected to air, oxygen or other standby gases which operate at pressures above 7 kPa.",NZ_NZBC-G11AS1#1.6,"Source: G11AS1 Gas and air combustion mixers incorporating double diaphragm zero regulators require no further protection against gas contamination unless directly connected to air, oxygen or other standby gases which operate at pressures above 7 kPa.
Target: ","if( and( has( mixer, gas and air combustion), has( mixer, double diaphragm zero regulator), not( connect( mixer, standby gas))), then( not( obligation( for( mixer, gas contamination protection)))))",1,1
7.2.1,"Protection against dangerously low pressures generated at the meter by the operation of equipment, such as gas compressors or gas engines shall be achieved by the installation of a suitable lock-out protective device between the meter and the equipment.",NZ_NZBC-G11AS1#1.6,"Source: G11AS1 Protection against dangerously low pressures generated at the meter by the operation of equipment, such as gas compressors or gas engines shall be achieved by the installation of a suitable lock-out protective device between the meter and the equipment.
Target: ","if( exist( gas equipment)), then( obligation( and( has( gas equipment, lock-out protective device), is( device. location, between( meter, equipment)))))",1,1
7.2.2,Mechanically or electrically operated diaphragm low pressure shut-off valves with a manual reset are acceptable.,NZ_NZBC-G11AS1#1.6,"Source: G11AS1 Mechanically or electrically operated diaphragm low pressure shut-off valves with a manual reset are acceptable.
Target: ","if( or( is( valve. type, mechanically operated), is( valve. type, electrically operated)), is( valve. pressure, low), is( valve. reset, manual)), then( permission( valve))",1,1
4.0.1,G10 /AS1 Piped Services is an acceptable solution for the installation of pipework to supply gas as an energy source.,NZ_NZBC-G11AS1#1.6,"Source: G11AS1 G10 /AS1 Piped Services is an acceptable solution for the installation of pipework to supply gas as an energy source.
Target: ","if( exist( gas supply pipework)), then( permission( comply with( gas supply pipework. installation, nzbc g10/as1)))",1,1
5.0.1,"Materials for flues shall comply with AS/NZS 5601.1 , section 6.7 .",NZ_NZBC-G11AS1#1.6,"Source: G11AS1 Materials for flues shall comply with AS/NZS 5601.1 , section 6.7 .
Target: ","if( exist( flue)), then( obligation( comply with( flue. material, and( nzs 5601.1, section 6.7))))",1,1
5.2.1,"Where flueing is dependent on the operation of an extractor fan: A safety device shall be fitted to prevent the flow of gas to the burner if insufficient draught is provided, and Appliances connected to the flue shall be fitted with a safety shut-off system.",NZ_NZBC-G11AS1#1.6,"Source: G11AS1 Where flueing is dependent on the operation of an extractor fan: A safety device shall be fitted to prevent the flow of gas to the burner if insufficient draught is provided, and Appliances connected to the flue shall be fitted with a safety shut-off system.
Target: ","if( has( flue, and( dependent on( extractor fan), connected to( appliance))), then( obligation( and( has( flue, safety device), has( appliance, safety shut-off system), prevent( gas flow, burner), insufficient( draught, extractor fan))))",1,1
5.3.1,"Automatic fire dampers fitted to combustion air ducts shall be interlocked with the gas supply to the appliance, in a way that shuts off that supply when the damper is closed.",NZ_NZBC-G11AS1#1.6,"Source: G11AS1 Automatic fire dampers fitted to combustion air ducts shall be interlocked with the gas supply to the appliance, in a way that shuts off that supply when the damper is closed.
Target: ","if( and( is( fire damper. type, automatic), towards( fire damper, combustion air duct), towards( combustion air duct, gas supply), interlock( fire damper, gas supply), is( interlock. action, shut off))), then( obligation( towards( gas supply, shut off)))",1,1
