file,number,text,lrml,paraphrase,random_split,doc_split,selected_round_1,selected_round_2
NZ_NZBC-G13AS1#2.7,4.5.2.0.1,4.5.2 Water seal protection: Waste water fixture discharge pipes shall be vented to comply with Paragraph 5.0 and as required in Table 5.,"if(has(wasteWaterFixture,dischargePipe)),then(obligation(and(has(dischargePipe,ventilation),complyWith(ventilation,nzbc_g13as1_5.0),asPer(ventilation,nzbc_g13as1_t5))))","If waste water fixture have discharge pipes, then the discharge pipes shall have ventilation to comply with G13/AS1 Paragraph 5.0 and as required in Table 5.",1,1,1.0,0
NZ_NZBC-G13AS1#2.7,4.6.1.0.1,"4.6.1 Fixture discharge pipes serving soil fixtures shall discharge either: a) Directly to the drain, as shown in Figure 6(1), or b) To a stack, as in Paragraph 4.7 and as shown in Figures 7 and 8.","if(has(soilFixture,dischargePipe)),then(obligation(or(and(towards(dischargePipe.discharge,drain),asPer(dischargePipe.discharge,nzbc_g13as1_f6.1)),and(towards(dischargePipe.discharge,stack),asPer(dischargePipe.discharge,and(nzbc_g13as1_4.7,nzbc_g13as1_f7,nzbc_g13as1_f8))))))","If a soil fixture has discharge pipes, then the dicharge pipes shall discharge either: a) To the drain, as shown in G13/AS1 Figure 6.1, or b) To a stack, as in G13/AS1 Paragraph 4.7 and Figures 7 and 8.",1,1,0.0,-1
NZ_NZBC-G13AS1#2.7,4.6.2.0.1,4.6.2 Water seal protection: Soil fixture discharge pipes shall be vented to comply with Paragraph 5.0 and as required in Table 5 (see Figure 6(2)).,"if(has(soilFixture,dischargePipe)),then(obligation(and(has(dischargePipe,ventilation),complyWith(ventilation,nzbc_g13as1_5.0),asPer(ventilation,nzbc_g13as1_t5))))","If discharge pipes have soil fixture, then the soil fixture shall have ventilation that complies with G13/AS1 Paragraph 5.0 and as required in Table 5.",1,1,0.0,-1
NZ_NZBC-G13AS1#2.7,5.1.1.0.1,5.1.1 Discharge pipes shall be vented where required by Table 5.,"if(exist(dischargePipe)),then(obligation(asPer(dischargePipe.ventilation,nzbc_g13as1_t5)))","If discharge pipes exist, then the discharge pipes shall be have ventilation where required by G13/AS1 Table 5.",2,1,,-1
NZ_NZBC-G13AS1#2.7,5.3.1.0.1,"5.3.1 Fixture vent pipes, branch vent pipes, discharge stack vents and relief vents shall have a diameter of no less than that given in Table 6.","if(or(for(ventilationPipe,or(fixture,branch)),for(ventilation,or(dischargeStack,relief)))),then(obligation(and(greaterThanEqual(ventilationPipe.diameter,value),greaterThanEqual(ventilation.diameter,value),asPer(value,nzbc_g13as1_t6))))","If ventilation pipes are either for fixtures or branches or ventilation for discharge stacks or reliefs, then ventilation pipe and ventilation shall have a diameter of no less than the value given in G13/AS1 Table 6.",3,1,,-1
NZ_NZBC-G13AS1#2.7,5.6.1.0.1,"5.6.1 The discharge stack vent, if also acting as a drain vent pipe shall have a diameter of not less than 80 mm.","if(for(ventilation,and(dischargeStack,drainVentilationPipe))),then(obligation(greaterThanEqual(ventilation.diameter,80 mm)))","If the venilation is for discharge stack and drain vent pipe, then the ventilation shall have a diameter of not less than 80 mm.",1,1,0.0,-1
NZ_NZBC-G13AS1#2.7,5.6.1.0.2,Where not acting as a drain vent the discharge stack vent pipe shall have a diameter of not less than that required in Table 6.,"if(and(for(ventilationPipe,dischargeStack),not(is(ventilationPipe,drainVentilationPipe)))),then(obligation(and(greaterThanEqual(ventilationPipe,value),asPer(value,nzbc_g13as1_t6))))","If the ventilation pipe is for the discharge stack but not for the drain ventilation, then the ventilation pipe shall have a diameter of not less than the value required in G13/AS1 Table 6.",1,1,0.0,-1
NZ_NZBC-G13AS1#2.7,5.7.1.0.1,5.7.1 Open vent pipes shall terminate outside the building in accordance with Paragraphs 5.7.2 and 5.7.3 or 5.7.4.,"if(is(ventilationPipe.type,open)),then(obligation(and(complyWith(ventPipe,nzbc_g13as1_5.7.2),complyWith(ventPipe,or(nzbc_g13as1_5.7.3,nzbc_g13as1_5.7.4)))))","If vent pipes are open, then the vent pipes shall terminate outside the building in accordance with G13/AS1 Paragraphs 5.7.2 and eiter 5.7.3 or 5.7.4.",1,1,0.0,-1
NZ_NZBC-G13AS1#2.7,5.8.1.0.1,5.8.1 General; Air admittance valves may be used as venting where specified in accordance with Table 5.,"if(asPer(airAdmittanceValve,nzbc_g13as1_t5)),then(permission(has(ventilation,airAdmittanceValve)))","If air admittance valves are specified in accordance with G13/AS1 Table 5, then the air admittance valves may be used as venting.",1,2,,-1
NZ_NZBC-G13AS1#2.7,5.8.2.0.1,"5.8.2 Air admittance valves shall be manufactured to ASSE 1050, ASSE 1051, EN 12380 or AS/NZS 4936.","if(exist(airAdmittanceValve)),then(obligation(complyWith(airAdmittanceValve.manufacturing,or(asse_1050,asse_1051,en_12380,nzs_4936))))","If air admittance valves exist, then air admittance valves shall be manufactured to ASSE 1050, ASSE 1051, EN 12380 or AS/NZS 4936.",2,1,,-1
NZ_NZBC-G12AS2#3.12,7.1.1.0.1,Solar Water Heating System 7.1.1 A permanent label must be fixed to a prominent part of the system which includes all markings required in the appropriate Standard identified in Paragraph 3.1.1.,"if(exist(solarWaterHeatingSystem)),then(obligation(and(has(solarWaterHeatingSystem.part,label),is(label,permanent),is(solarWaterHeatingSystem.part,prominent),is(label.content,marking),asPer(marking,nzbc_g12as2_3.1.1))))","If solar water heating systems exist, then the solar water heating systems shall have a permanent label on a prominent part of the system. The label content has all markings required in the appropriate Standard identified in G12/AS2 Paragraph 3.1.1.",1,1,0.0,-1
NZ_NZBC-G12AS2#3.12,7.2.1.0.1,7.2.1 Solar water heaters and their components must meet the durability requirements specified in NZBC Clause B2.,"if(exist(solarWaterHeater)),then(obligation(and(complyWith(solarWaterHeater.durability,nzbc_b2),has(solarWaterHeater,component),complyWith(component.durability,nzbc_b2))))","If solar water heaters exist, then the solar water heaters and their components must meet the durability requirements specified in NZBC Clause B2.",1,1,0.0,-1
NZ_NZBC-G12AS2#3.12,7.2.2.0.1,7.2.2 A solar water heater is easy to access and moderately difficult to replace and therefore the durability requirement is 15 years.,"if(exist(solarWaterHeater)),then(obligation(greaterThanEqual(solarWaterHeater.durability,15 years)))","If solar water heater exist, then the durability of the solar water heater shall be 15 years.",1,1,0.0,-1
NZ_NZBC-G13AS1#2.7,1.0.1.1,"1.0.1 This Acceptable Solution applies to above-ground non-pressure (gravity flow) sanitary plumbing for buildings having 3 levels or less and includes all pipework for foul water within, or on the building, including any basements.","if(and(is(sanitaryPlumbing,aboveGround),is(sanitaryPlumbing.type,or(nonPressure,gravityFlow)),for(sanitaryPlumbing,building),lessThanEqual(building.buildingStorey,3))),then(and(applyTo(nzbc_g13as1,sanitaryPlumbing),include(sanitaryPlumbing,pipework),is(pipework.type,foulWater),or(within(pipework,building),on(pipework,building)),include(building,basement)))","If sanitary plumbing is above-ground and non-pressure or gravity flow sanitary plumbing for buildings having 3 levels or less, then G13AS1 applies to the sanitary plumbing and includes all pipework for foul water within, or on the building, including any basements.",1,1,0.0,-1
NZ_NZBC-G13AS1#2.7,1.0.2.1,"1.0.2 The solution does not include: a) Specialised types of sanitary fixtures or sanitary appliances used within buildings such as hospitals, laboratories and factories.","if(and(or(and(is(sanitaryFixture.type,specialised),within(sanitaryFixture,building)),and(is(sanitaryAppliance.type,specialised),within(sanitaryAppliance,building))),similarTo(building.type,or(hospital,laboratory,factory)))),then(and(applyTo(nzbc_g13as1,sanitaryFixture),applyTo(nzbc_g13as1,sanitaryAppliance)))","If specialised types of sanitary fixtures or sanitary appliances are used within buildings such as hospitals, laboratories and factories, then G13/AS1 does not apply to the sanitary fixtures or sanitary appliances.",3,1,,-1
NZ_NZBC-G13AS1#2.7,1.0.2.2,"Sanitary Plumbing 1.0.2 The solution does not include: The conveyance of industrial liquid wastes, chemical or toxic wastes and other wastes which cannot be discharged to a sewer without pretreatment.","if(or(for(sanitaryPlumbing,or(industrialLiquidWaste,chemicalWaste,toxicWaste)),and(for(sanitaryPlumbing,waste),towards(waste.discharge,sewer),requires(waste.discharge,pretreatment)))),then(not(applyTo(nzbc_g13as1,sanitaryPlumbing)))","If the sanitary plumbing conveys industrial liquid wastes, chemical or toxic wastes or other wastes which cannot be discharged to a sewer if it has no treatment, then G13/AS1 does not apply to the sanitary plumbing",1,1,0.0,-1
NZ_NZBC-G13AS1#2.7,2.1.1.1,2.1.1 Materials for sanitary plumbing systems using gravity flow shall comply with Table 1.,"if(is(sanitaryPlumbingSystem.type,gravityFlow)),then(obligation(complyWith(sanitaryPlumbingSystem.material,nzbc_g13as1_t1)))","If sanitary plumbing uses gravity flow, then the material of the sanitary plumbing shall comply with G13/AS1 Table 1.",1,1,0.0,-1
NZ_NZBC-G13AS1#2.7,3.1.1.1,3.1.1 Discharge points from sanitary fixtures and sanitary appliances shall have a water trap to prevent foul air from the plumbing system entering the building.,"if(or(has(sanitaryFixture,dischargePoint),has(sanitaryAppliance,dischargePoint))),then(obligation(has(dischargePoint,waterTrap)))","If sanitary fixtures or sanitary appliances have discharge points, then the discharge points shall have a water trap.",1,1,0.0,-1
NZ_NZBC-G13AS1#2.7,3.1.2.1,"3.1.2 Water traps shall be: a) Removable, b) Able to be dismantled, or c) Fitted with a cleaning eye.","if(exist(waterTrap)),then(obligation(or(is(waterTrap,or(removable,dismantleable)),has(waterTrap,cleaningEye))))","If water traps exist, then water traps shall be either removable, able to be dismantled, or have a cleaning eye.",2,1,,-1
NZ_NZBC-G13AS1#2.7,3.2.1.0.1,"3.2.1 Under normal operating conditions, fixture traps shall retain a water seal depth of not less than 25 mm (see Figure 1).","if(is(fixtureTrap.operatingCondition,normal)),then(obligation(and(has(fixtureTrap,waterSeal),greaterThanEqual(waterSeal.depth,25 mm))))","If the fixture trap's operating condition is normal, then the fixture trap shall retain a water seal depth of not less than 25 mm.",1,1,0.0,-1
NZ_NZBC-G13AS1#2.7,3.2.2.0.1,3.2.2 The diameter of the water trap shall be not less than that given in Table 2.,"if(exist(waterTrap)),then(obligation(asPer(waterTrap.diameter,nzbc_g13as1_t2)))","If a water trap exists, then the diameter of the water trap shall be not less than that given in G13/AS1 Table 2.",1,1,0.0,-1
NZ_NZBC-G13AS1#2.7,3.4.1.0.1,3.4.1 Floor waste outlets shall have a removable grating that is flush with the floor.,"if(has(floorWaste,outlet)),then(obligation(and(has(outlet,removableGrating),is(removableGrating.location,flushWithfloor))))","If the floor waste has outlets, then the outlets shall have a removable grating that is flush with the floor.",1,1,0.0,-1
NZ_NZBC-G13AS1#2.7,3.4.2.0.1,3.4.2 The floor waste shall have a minimum diameter of 40 mm.,"if(exist(floorWaste)),then(obligation(greaterThanEqual(floorWaste.diameter,40 mm)))","If a floor waste exists, then the floor waste shall have a minimum diameter of 40 mm.",1,1,0.0,-1
NZ_NZBC-G13AS1#2.7,3.4.2.0.2,"3.4.2 The floor waste, and the water trap if used, shall have a minimum diameter of 40 mm.","if(or(exist(floorWaste),exist(waterTrap))),then(obligation(and(greaterThanEqual(floorWaste.diameter,40 mm),greaterThanEqual(waterTrap.diameter,40 mm))))","If a floor waste or water trap exist, then the floor waste and water trap shall have a minimum diameter of 40 mm.",1,1,0.0,-1
NZ_NZBC-G13AS1#2.7,3.4.4.0.2,Individual floor waste pipes connected to a floor waste stack need not be vented (see Figure 3).,"if(within(pipe,floorWasteStack)),then(permission(not(has(pipe,ventilation))))","If pipes are in a floor waste stack, the the pipes need not be vented.",2,1,,-1
NZ_NZBC-G13AS1#2.7,3.4.6.0.3,All trap charging systems shall incorporate backflow prevention in accordance with G12/AS1.,"if(exist(trapChargingSystem)),then(obligation(and(has(trapChargingSystem,backflowPrevention),complyWith(backflowPrevention,nzbc_g12as1))))","If a trap charging system exists, then the trap charging system shall incorporate backflow prevention in accordance with G12/AS1.",1,1,0.0,-1
NZ_NZBC-G12AS2#3.12,5.2.9.0.1,"5.2.9 Sealant used in the installation of solar water heaters must be a neutral cure silicone sealant and must be used in conjunction with mechanical fasteners. The sealant must comply with: a) Type F, Class 2OLM or 25LM of ISO 11600, or b) low modulus Type II Class A of Federal Specification TT-S-00230C.","if(has(solarWaterHeater.installation,sealant)),then(obligation(and(is(sealant.type,neutralCureSilicone),adjoin(sealant,mechanicalFastener),complyWith(sealant,or(iso_11600_typeF,iso_11600_class_20lm,iso_11600_class_25lm,tts_00230cLowModulusTypeIiClassA)))))","If the installation of solar water heaters uses sealant, then the sealant must be a neutral cure silicone sealant and must be used in conjunction with mechanical fasteners. The sealant must comply with: a) Type F of ISO 11600, Class 2OLM of ISO 11600 or Class 25LM of ISO 11600, or b) low modulus Type II Class A of TT-S-00230C.",1,1,0.0,-1
NZ_NZBC-G12AS2#3.12,5.2.10.0.1,5.2.10 Acetic cured silicone sealants may be used with stainless steel but must not be used on zinc or aluminium-zinc coatings.,"if(is(sealant.type,aceticCuredSilicone)),then(and(permission(for(sealant,stainlessSteel)),obligation(and(not(for(sealant,coating)),is(coating.material,or(zincCoating,aluminiumZincCoating))))))","If sealant type is acetic cured silicone, then the sealant may be used with stainless steel but must not be used on zinc coatings or aluminium-zinc coatings.",1,1,0.0,-1
NZ_NZBC-G12AS2#3.12,5.2.12.0.1,5.2.12 All fixings or penetrations through the roof must be through the crests of the roof cladding.,"if(or(through(fixing,roof),through(penetration,roof))),then(obligation(and(has(roof.cladding,crest),through(fixing,crest),through(penetration,crest))))","If there are fixings or penetrations through the roof, then those fixings or penetration must be through the crest of the roof cladding",1,1,1.0,1
NZ_NZBC-G12AS2#3.12,5.3.1.0.1,5.3.1 Pipes and their supports must be electrochemically compatible or be electrolytically separated (refer to Table 2).,"if(has(pipe,support)),then(obligation(or(and(inBetween(compatibility,and(pipe,support)),is(compatibility.type,electrochemical)),and(inBetween(separation,and(pipe,support)),is(separation.type,electrolytical),asPer(separation,nzbc_g12as2_t2)))))","If pipes have supports, then the pipe and support must be electrochemically compatible or be electrolytically separated, for the separation refer to G12/AS2 Table 2.",1,1,1.0,1
NZ_NZBC-G12AS2#3.12,5.3.2.0.1,"5.3.2 Pipes must be installed and supported to permit thermal movement, except where anchor points are necessary.","if(not(is(pipe.anchorPoint,necessary))),then(obligation(and(include(pipe.installation,thermalMovement),include(pipe.support,thermalMovement))))","If pipe anchor points are not necessary, then the pipe must be installed and supported to permit thermal movement",1,1,1.0,-1
NZ_NZBC-G12AS2#3.12,5.4.1.0.1,"5.4.1 Hot water pipes must be insulated to satisfy the requirements of NZBC Clause H1.3.4, except where connected to a heat dissipation device.","if(not(connect(hotWaterPipe,heatDissipationDevice))),then(obligation(complyWith(hotWaterPipe.insulation,nzbc_h1_3.4)))","If hot water pipes are not connected to a heat dissipation device, then the hot water pipe must be insulated to satisfy the requirements of NZBC Clause H1 3.4.",1,2,0.0,-1
NZ_NZBC-G12AS2#3.12,6.2.2.0.1,"6.2.2 The installation of solar collectors must not dent, bend or distort the roof cladding or damage any protective coatings.","if(exist(solarCollector)),then(obligation(and(not(and(cause(solarCollector.installation,damage),has(roofCladding,damage),is(damage.type,or(dent,bent,distortion)))),not(and(cause(solarCollector.installation,damage),has(roofCladding.protectiveCoating,damage))))))","If solar collectors exist, then the installation of solar collectors must not cause damages in form of dent, bend or distort of the roof cladding and the installation of solar collectors must not damage any protective coatings of the roof claddings.",1,1,,-1
NZ_NZBC-G12AS2#3.12,6.2.3.0.1,6.2.3 All fixings that penetrate metal cladding must be provided with sealing washers or boots to prevent leakage in accordance with Paragraph 5.2.,"if(through(fixing,metalCladding)),then(obligation(and(has(fixing,or(sealingWasher,boot)),complyWith(fixing,nzbc_g12as2_5.2))))","If a fixing goes through metal cladding, then the fixing must be provided with sealing washers or boots in accordance with G12/AS2 Paragraph 5.2.",1,2,0.0,-1
NZ_NZBC-G12AS2#3.12,6.2.4.0.1,6.2.4 Solar collectors must be supported at no less than four points.,"if(exist(solarCollector)),then(obligation(and(has(solarCollector,support),greaterThanEqual(count(support.location),4))))","If solar collectors exist, then solar collectors must have support at no less than four locations.",1,1,1.0,1
NZ_NZBC-G12AS2#3.12,6.2.4.0.2,Solar collectors; The outermost support points must be within 200 mm of the outside edge of the solar collector.,"if(and(has(solarCollector,support),is(support.location,outermost))),then(obligation(and(define(solarCollector.outsideEdge,x0),inBetween(support.location,and(x0,'x0 - 200 mm')))))","If the support location of the solar collector is outermost, then the support location must be within 200 mm of the outside edge of the solar collector.",1,1,0.0,-1
NZ_NZBC-G12AS2#3.12,6.2.6.0.1.a.1,6.2.6 All screw fixings into roof framing timber must be installed with minimum distances from the centre of the fixing to the edge of the timber of: a) 20 mm for 8 gauge screws.,"if(and(has(timberRoofFraming,fixing),is(fixing.type,screw),equal(screw.size,8 gauge))),then(obligation(and(define(fixing.centre,x0),define(timberRoofFraming.edge,x1),inBetween(distance,and(x0,x1)),greaterThanEqual(distance,20 mm))))","If a roof framing timber has screw fixings and the screws have the size 8 gauge, then the fixings must be installed with minimum distances from the centre of the fixing to the edge of the timber of 20 mm.",1,1,1.0,1
NZ_NZBC-G12AS2#3.12,6.2.6.0.1.b.1,6.2.6 All screw fixings into roof framing timber must be installed with minimum distances from the centre of the fixing to the edge of the timber of: 25 mm for 14 gauge screws.,"if(and(has(timberRoofFraming,fixing),is(fixing.type,screw),equal(screw.size,14 gauge))),then(obligation(and(define(fixing.centre,x0),define(timberRoofFraming.edge,x1),inBetween(distance,and(x0,x1)),greaterThanEqual(distance,25 mm))))","If a roof framing timber has screw fixings and the screws have the size 14 gauge, then the fixings must be installed with minimum distances from the centre of the fixing to the edge of the timber of 25 mm.",1,1,0.0,-1
NZ_NZBC-G12AS2#3.12,6.2.6.0.1.c.1,6.2.6 All bolt fixings into roof framing timber must be installed with minimum distances from the centre of the fixing to the edge of the timber of: 40 mm for 10 mm bolts.,"if(and(has(timberRoofFraming,fixing),is(fixing.type,bolt),equal(bolt.size,10 mm))),then(obligation(and(define(fixing.centre,x0),define(timberRoofFraming.edge,x1),inBetween(distance,and(x0,x1)),greaterThanEqual(distance,40 mm))))","If a roof framing timber has bolt fixings and the bolts are 10 mm, then the fixings must be installed with minimum distances from the centre of the fixing to the edge of the timber of 40 mm.",1,2,0.0,-1
NZ_NZBC-G13AS2#2.7,3.1.1.0.1,"3.1.1 To reduce the risk of blockages, the foul water drainage system shall: a) Have a simple layout that incorporates the least number of changes of direction, b) Use bends having a radius of the practical maximum, and c) Be laid only in straight lines between bends or junctions (both horizontally and vertically).","if(exist(foulWaterDrain)),then(obligation(and(is(foulWaterDrain.layout,simple),is(layout.changeInDirection,minimum),define(foulWaterDrain.bend,x0),is(x0.radius,practicalMaximum),inBetween(pipe,and(bend,junction)),is(pipe,straight))))","If foul water drainage system exists, then foul water drainage system shall: a) Have a simple layout that incorporates the least number of changes of direction, b) Use bends having a radius of the practical maximum, and c) Be pipes between bends or junctions are straight.",1,1,,-1
NZ_NZBC-G13AS2#2.7,3.2.1.0.1,"3.2.1 Any connection to a drain, excluding vent pipe connections, shall be made by means of sweep or oblique junctions. The angle that the branch makes at the point of entry with the main drain, shall be no greater than 60° (see Figure 1).","if(and(has(drain,connection),not(is(connection,ventPipe)))),then(obligation(and(is(connection,or(sweepJunction,obliqueJunction)),lessThanEqual(connection.angle,60 deg))))","If a drain has a connection and the connection is not with the vent pipe, then the connection shall be a sweep junction or oblique junction. The angle of the conection shall be no greater than 60 deg.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,3.3.1.0.1,"Drainage 3.3.1 All gully traps shall be constructed to prevent the ingress of surface water and foreign bodies likely to cause a blockage, shall be located within the legal boundary of the land on which the building is erected.","if(exist(gullyTrap)),then(obligation(and(prevent(gullyTrap,ingress),for(ingress,and(surfaceWater,foreignBodies)),within(gullyTrap.location,siteBoundary))))","If gully traps exists, then gully traps shall prevent the ingress of surface water and foreign bodies, and gully traps shall be located within the site boundary.",1,2,0.0,-1
NZ_NZBC-G13AS2#2.7,3.3.1.0.1.a.i.1,Drainage 3.3.1 All gully traps shall have (see Figures 2 and 3): The overflow level of the gully dish no less than: 25 mm above paved surfaces.,"if(exist(gullyTrap)),then(obligation(and(define(pavedSurface,x0),greaterThanEqual(gullyTrap.overflowLevel,'x0 + 25 mm'))))","If gully traps exists, then gully traps shall have a overflow level if no less than 25 mm above paved surfaces.",1,2,0.0,-1
NZ_NZBC-G13AS2#2.7,3.3.1.0.1.b.1,Drainage; All gully traps shall have: b) A grating that will allow surcharge.,"if(exist(gullyTrap)),then(obligation(and(has(gullyTrap,grating),for(grating,surcharge))))","If gully traps exists, then gully traps shall have a grating that will allow surcharge.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,3.3.1.0.1.c.1,Drainage 3.3.1 All gully traps shall have (see Figures 2 and 3): A minimum outlet pipe diameter of 100 mm.,"if(exist(gullyTrap)),then(obligation(and(has(gullyTrap,outletPipe),greaterThanEqual(outletPipe.diameter,100 mm))))","If gully traps exists, then gully traps shall have a outlet pipe with diameter with minimum of 100 mm.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,3.3.1.0.1.d.1,Drainage 3.3.1 All gully traps shall have (see Figures 2 and 3): A water seal depth of at least 65 mm.,"if(exist(gullyTrap)),then(obligation(and(has(gullyTrap,waterSeal),greaterThanEqual(waterSeal.depth,65 mm))))","If gully traps exists, then gully traps shall have a water seal with depth of at least 65 mm.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,5.1.1.0.1,5.1.1 Rigid pipes shall have flexible joints to resist damage from differential settlement.,"if(is(pipe,rigid)),then(obligation(and(has(pipe,joint),is(joint,flexible))))","If pipes are rigid, then the pipe shall have flexible joints.",2,1,,-1
NZ_NZBC-G13AS2#2.7,5.1.2.0.1,5.1.2 Jointing for PVC-U pipes and fittings shall be in accordance with the methods described in AS/NZS 2032.,"if(or(is(pipe.material,pvcU),is(pipeFitting.material,pvcU))),then(obligation(and(asPer(pipe.joint,nzs_2032),asPer(pipeFitting.joint,nzs_2032))))","If pipes or pipe fittings are PVC-U, then the pipe and pipe fitting joints shall be in accordance with AS/NZS 2032.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,5.3.1.0.1,"5.3.1 Figure 7 gives acceptable methods for the bedding and backfilling of the drainage pipes listed in Table 1 except where: a) The trench is located within or above peat, b) Scouring of the trench is likely due to unstable soils, or d) The cover H to the pipe is more than 2.5 m.","if(and(asPer(drainPipe,nzbc_g13as2_t1),not(within(trench.location,peat)),not(above(trench.location,peat)),not(is(soil.type,unstable)),lessThanEqual(drainPipe.cover,2.5 m))),then(obligation(and(complyWith(drain.bedding,nzbc_g13as2_f7),complyWith(drain.backfilling,nzbc_g13as2_f7))))","If drainage pipes are listed in G13/AS2 Table 1, then the trench is not located within or above a peat, soil is not unstable, and the cover of the pipe is no more than 2.5 m, then bedding and backfilling may comply with G13/AS2 Figure 7.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,5.4.1.0.1.1,The width B of the trench shall be no less than the pipe diameter D plus 200 mm.,"if(for(trench,pipe)),then(obligation(and(define(pipe.diameter,x0),greaterThanEqual(trench.width,'x0 + 200 mm'))))","If the trench is for the pipe, then the width of the trench shall be no less than the pipe diameter plus 200 mm.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,5.8.2.0.1.b.1,Drainage; Junctions beneath the building joining at an angle of not more than 45° (see Figure 13).,"if(and(below(junction,building))),then(obligation(lessThanEqual(junction.angle,45 deg)))","If junctions are beneath the building, then the junctions shall have an angle of not more than 45 deg.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,5.9.1.0.1,"5.9.1 Where two or more soil fixtures are connected to a branch drain beneath the building, access for cleaning shall be provided by a sealed floor level rodding point located downstream of the highest fixture connection to the branch drain (see Figures 10 and 13).","if(and(greaterThanEqual(soilFixture.count,2),connect(soilFixture,drain),is(drain.type,branch),below(drain,building))),then(obligation(and(has(drain,cleaningAccess),is(cleaningAccess,roddingPoint),is(roddingPoint,floorLevel),is(roddingPoint.type,sealed),equal(roddingPoint.location,highestFixtureConnection))))","If two or more soil fixtures are connected to a branch drain beneath the building, then the drain shall have access for cleaning by a sealed floor level rodding point located at the highest fixture connection.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,5.9.3.0.1,5.9.3 Access points may be located in a space containing a soil fixture.,"if(exist(accessPoint)),then(permission(and(within(accessPoint.location,space),include(space,soilFixture))))","If access points exists, then access points may be located in a space containing a soil fixture.",2,1,,-1
NZ_NZBC-G13AS2#2.7,5.10.1.0.1,"5.10.1 Where a drain or part of a drain is no longer required, it shall be disconnected from the foul water drainage system at the junction with the live drain or at the property boundary.","if(or(not(is(drain,required)),not(is(drain.part,required)))),then(obligation(or(disconnect(drain,or(liveDrainJunction,propertyBoundary)),disconnect(drain.part,or(liveDrainJunction,propertyBoundary)))))","If a drain or part of a drain is not required, then the drain and part of a drain shall be disconnected at the live drain junction or at the property boundary.",2,1,,-1
NZ_NZBC-G13AS2#2.7,6.1.1.0.1,6.1.1 All sections of the drainage system shall be tested by water test or air test to ensure watertightness.,"if(partOf(drainSection,drainageSystem)),then(obligation(test(drainSection.watertightness,or(waterTest,airTest))))","If a drain section is part of the drainage system, then the drain section shall be tested for watertightness by water test or air test.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,6.1.3.0.1,6.1.3 Air tests may be carried out in accordance with either clause 15.3 of AS/NZS 3500.2 or paragraph 8.3 of E1/VM1.,"if(exist(airTest)),then(permission(asPer(airTest,or('nzs_3500_2_15.3',nzbc_e1vm1_8.3))))","If air tests exists, then air tests may be in accordance with either NZS 3500.2 clause 15.3 or E1/VM1 paragraph 8.3.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,6.1.5.0.1,"6.1.5 Where a building is proposed to be built over an existing drain, the drain shall be verified as being sound both before and after construction.","if(and(above(building.construction,drain),exist(drain))),then(obligation(and(has(drain.soundness,verification),before(verification,construction),after(verification,construction))))","If a building is constructed over an existing drain, then the drain soundness shall have verification both before and after construction.",1,2,0.0,-1
NZ_NZBC-G15AS1#2.7,1.0.1,1.0.1 The method of solid waste disposal in multi-unit and group dwellings shall be by the provision of moveable containers having a capacity of at least 80 litres for each dwelling unit.,"if(is(building.type,or(multiUnitDwelling,groupDwelling))),then(obligation(and(has(building,solidWasteDisposal),loop(forEach(building.dwellingUnit),and(is(solidWasteDisposal.method,moveableContainer),greaterThanEqual(moveableContainer.capacity,80 l))))))","If a building is a multi-unit dwelling or group dwelling, then the building shall have solid waste disposal and for each dwelling unit the method of solid waste disposal shall be a moveable container with capacity of at least 80 litres.",1,1,0.0,-1
NZ_NZBC-G15AS1#2.7,1.0.2,"G15 Solid waste 1.0.2 Where containers are stored in a common area within a building or part of a building, a space of at least 0.5 m x 0.5 m by 1 m high shall be provided for each dwelling unit.","if(and(is(wasteStorageArea.type,common),within(wasteStorageArea.location,building))),then(obligation(loop(forEach(building.dwellingUnit),and(greaterThanEqual(wasteStorageArea.length,0.5 m),greaterThanEqual(wasteStorageArea.width,0.5 m),greaterThanEqual(wasteStorageArea.height,1 m)))))","If the waste storage area is common and located within a building, then there shall be for each of the building's dwelling unit a space of at least 0.5 m length, 0.5 m width, and 1 m height.",1,1,0.0,-1
NZ_NZBC-G15AS1#2.7,1.0.3,"G15 Solid waste 1.0.3 If a common storage area such as a ground floor rubbish area is provided within the building, it shall be adequately ventilated to the open air in compliance with NZBC G4.","if(and(is(wasteStorageArea.type,common),within(wasteStorageArea.location,building))),then(obligation(and(has(wasteStorageArea,ventilation),into(ventilation,openAir),complyWith(ventilation,nzbc_g4))))","If a waste storage area is common and located within the building, then the waste storage area shall be adequately ventilated to the open air in compliance with NZBC G4.",1,1,0.0,-1
